feature,coef,odds_ratio,abs_coef
Cheddar Sauce,-5.170748108640797,0.0056803177345016,5.170748108640797
Pepsi Cola 0.25L Doze,5.032836157281227,153.36737043538773,5.032836157281227
Pink Sauce,-5.02322192721979,0.0065832816483347815,5.02322192721979
Blueberry Sauce,-5.008217602546481,0.006682804110151612,5.008217602546481
Garlic Sauce,-5.006995720143014,0.006690974701634047,5.006995720143014
Mountain Dew 0.25L Doze,4.819322366869454,123.88111638241054,4.819322366869454
Tomato Sauce,-4.695359392429132,0.00913758279962222,4.695359392429132
Aqua Carpatica Minerala 0.5L,4.040460032564626,56.85249078768866,4.040460032564626
Baked potatoes,3.8546578290077274,47.21245944302351,3.8546578290077274
French fries,3.782614644567583,43.930755012942804,3.782614644567583
Mac & cheease,3.688138290705665,39.97036444741934,3.688138290705665
Aqua Carpatica Plata 0.5L,3.6675959207659705,39.15765450778392,3.6675959207659705
Crazy Pepperoni Schnitzel,3.603230632752594,36.716661092061926,3.603230632752594
Pepsi Zero Can 0.33L,3.570794600571803,35.544825872237745,3.570794600571803
Healthy Green Fit Schnitzel,3.2112555766135737,24.810217805709776,3.2112555766135737
Spicy Sauce,-3.1286961287964736,0.043774836807706004,3.1286961287964736
Margherita Pizza Schnitzel,2.627109751723932,13.833729154312364,2.627109751723932
Prigat Still Peach Apricot 0.25L,2.610312513670386,13.603301405269834,2.610312513670386
Extra parmezan,2.2368092008856624,9.363406821159295,2.2368092008856624
Viennese Schnitzel,2.146588043635735,8.555617148233576,2.146588043635735
Jalapeno Pizza Schnitzel,1.846060940308873,6.334817089244753,1.846060940308873
Lipton Lemon Tea 0.33L,1.6963387431128427,5.453942507995259,1.6963387431128427
Mirinda Orange Can 0.33L,1.6749116341195571,5.338323402582779,1.6749116341195571
Red Fit Schnitzel,-1.669626181940054,0.18831744894607047,1.669626181940054
Pepsi Cola Can 0.33L,1.613075459577013,5.018220855233366,1.613075459577013
Pepsi Twist Zero Can 0.33L,1.571216152719218,4.8124973680700505,1.571216152719218
Mac & Cheese with Jalapeno and Tomato Sauce,1.535119901865277,4.641882066906603,1.535119901865277
Healthy Red Fit Schnitzel,-1.479515108518854,0.22774809472508176,1.479515108518854
cart_size,-1.4528556819927083,0.23390138548719858,1.4528556819927083
7Up Lemon Lime 0.33L,-1.404584035780202,0.24546914159954017,1.404584035780202
Extra bacon,1.3697843343484617,3.9345020670119966,1.3697843343484617
Extra Lamaie,1.3691290763300452,3.9319247974645943,1.3691290763300452
Crazy Fries with Cheddar Sauce and bacon,-1.218836618624991,0.2955738320696079,1.218836618624991
Prigat Still Orange 0.25L,-1.0395007325728047,0.3536311944282685,1.0395007325728047
Extra Cheddar Sauce,0.9960048548663336,2.707443562678498,0.9960048548663336
Extra jalapeno,0.9392045182076314,2.557945809474422,0.9392045182076314
French Fries with Parmesan,-0.7297605957458408,0.4820243749638113,0.7297605957458408
Potatoes with Feta,-0.7297605957457443,0.4820243749638578,0.7297605957457443
Pepsi Twist Can 0.33L,0.6871798393359595,1.9881008559881816,0.6871798393359595
Packaging,0.6782919170528194,1.9705090631383417,0.6782919170528194
Healthy Salad with Chicken and Seeds,-0.6183520512392993,0.5388316733226522,0.6183520512392993
Crazy Fries with Parmesan,0.4948020692671794,1.6401735661708277,0.4948020692671794
Arugula Salad with Cherry Tomatoes and Parmesan,-0.4651731701329153,0.6280263403676675,0.4651731701329153
Crispy Chicken Schnitzel,0.4615610750171022,1.586548774481139,0.4615610750171022
Crazy peaches,-0.36030235811007394,0.6974654098633567,0.36030235811007394
is_weekend,0.34428353113141996,1.4109786351676592,0.34428353113141996
Green Fit Schnitzel,0.32865988776304683,1.3891053235162512,0.32865988776304683
Potatoes with Cheddar and Bacon Sauce,0.2972474203489306,1.3461483227357534,0.2972474203489306
Tagliata Schnitzel,0.2970336986946271,1.3458606524310621,0.2970336986946271
Mac & Cheese with Crispy Bacon,0.2033610570381333,1.2255148691455562,0.2033610570381333
day_of_week,-0.18923797868371353,0.8275895345899853,0.18923797868371353
Crazy Fries with Cheddar Sauce,-0.17546889618117092,0.8390634948465229,0.17546889618117092
Breaded Pork Schnitzel,-0.13330670282406148,0.8751966256644669,0.13330670282406148
Breaded Chicken Schnitzel,0.13245735159088073,1.1416303263337013,0.13245735159088073
distinct_products,0.13212643040346492,1.1412525991729283,0.13212643040346492
Snails with walnuts and meringue,0.0923109680172835,1.0967058094911004,0.0923109680172835
avg_price,-0.05018209851408202,0.9510562228063255,0.05018209851408202
Chicken Bao Buns,0.04355870630144157,1.0445213124951602,0.04355870630144157
hour,-0.025488512578341067,0.9748335772257702,0.025488512578341067
total_value,0.02397437520968413,1.0242640710022899,0.02397437520968413
Fit Schnitzel with seeds,0.017887249968865034,1.018048184953996,0.017887249968865034
Chicken Schnitzel with Feta and Tomato Sauce,-0.012412526514120035,0.9876641911450589,0.012412526514120035
Potatoes with Cheddar Sauce,-0.012412526514002906,0.9876641911451746,0.012412526514002906
